id,source_pattern,target_pattern,slots,scene,priority,template_type,example_source,example_target,notes,review_status,provenance
TPL-0431,等一下我喜欢{np:NP}。,等陣我鍾意{np}。,NP,general,82,like,等一下我喜欢这个文件。,等陣我鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0432,下次我喜欢{np:NP}。,下次我鍾意{np}。,NP,general,82,like,下次我喜欢这个文件。,下次我鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0433,你喜欢{np:NP}。,你鍾意{np}。,NP,general,82,like,你喜欢这个文件。,你鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0434,今天你喜欢{np:NP}。,今日你鍾意{np}。,NP,general,82,like,今天你喜欢这个文件。,今日你鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0435,明天你喜欢{np:NP}。,聽日你鍾意{np}。,NP,general,82,like,明天你喜欢这个文件。,聽日你鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0436,现在你喜欢{np:NP}。,而家你鍾意{np}。,NP,general,82,like,现在你喜欢这个文件。,而家你鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0437,等一下你喜欢{np:NP}。,等陣你鍾意{np}。,NP,general,82,like,等一下你喜欢这个文件。,等陣你鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0438,下次你喜欢{np:NP}。,下次你鍾意{np}。,NP,general,82,like,下次你喜欢这个文件。,下次你鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0439,我们喜欢{np:NP}。,我哋鍾意{np}。,NP,general,82,like,我们喜欢这个文件。,我哋鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0440,今天我们喜欢{np:NP}。,今日我哋鍾意{np}。,NP,general,82,like,今天我们喜欢这个文件。,今日我哋鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0441,明天我们喜欢{np:NP}。,聽日我哋鍾意{np}。,NP,general,82,like,明天我们喜欢这个文件。,聽日我哋鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0442,现在我们喜欢{np:NP}。,而家我哋鍾意{np}。,NP,general,82,like,现在我们喜欢这个文件。,而家我哋鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0443,等一下我们喜欢{np:NP}。,等陣我哋鍾意{np}。,NP,general,82,like,等一下我们喜欢这个文件。,等陣我哋鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0444,下次我们喜欢{np:NP}。,下次我哋鍾意{np}。,NP,general,82,like,下次我们喜欢这个文件。,下次我哋鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0445,{person:PERSON}喜欢{np:NP}。,{person}鍾意{np}。,"NP,PERSON",general,82,like,他喜欢这个文件。,佢鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0446,今天{person:PERSON}喜欢{np:NP}。,今日{person}鍾意{np}。,"NP,PERSON",general,82,like,今天他喜欢这个文件。,今日佢鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0447,明天{person:PERSON}喜欢{np:NP}。,聽日{person}鍾意{np}。,"NP,PERSON",general,82,like,明天他喜欢这个文件。,聽日佢鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0448,现在{person:PERSON}喜欢{np:NP}。,而家{person}鍾意{np}。,"NP,PERSON",general,82,like,现在他喜欢这个文件。,而家佢鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0449,等一下{person:PERSON}喜欢{np:NP}。,等陣{person}鍾意{np}。,"NP,PERSON",general,82,like,等一下他喜欢这个文件。,等陣佢鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0450,下次{person:PERSON}喜欢{np:NP}。,下次{person}鍾意{np}。,"NP,PERSON",general,82,like,下次他喜欢这个文件。,下次佢鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0451,我不喜欢{np:NP}。,我唔鍾意{np}。,NP,general,82,dislike,我不喜欢这个文件。,我唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0452,今天我不喜欢{np:NP}。,今日我唔鍾意{np}。,NP,general,82,dislike,今天我不喜欢这个文件。,今日我唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0453,明天我不喜欢{np:NP}。,聽日我唔鍾意{np}。,NP,general,82,dislike,明天我不喜欢这个文件。,聽日我唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0454,现在我不喜欢{np:NP}。,而家我唔鍾意{np}。,NP,general,82,dislike,现在我不喜欢这个文件。,而家我唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0455,等一下我不喜欢{np:NP}。,等陣我唔鍾意{np}。,NP,general,82,dislike,等一下我不喜欢这个文件。,等陣我唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0456,下次我不喜欢{np:NP}。,下次我唔鍾意{np}。,NP,general,82,dislike,下次我不喜欢这个文件。,下次我唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0457,你不喜欢{np:NP}。,你唔鍾意{np}。,NP,general,82,dislike,你不喜欢这个文件。,你唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0458,今天你不喜欢{np:NP}。,今日你唔鍾意{np}。,NP,general,82,dislike,今天你不喜欢这个文件。,今日你唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0459,明天你不喜欢{np:NP}。,聽日你唔鍾意{np}。,NP,general,82,dislike,明天你不喜欢这个文件。,聽日你唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0460,现在你不喜欢{np:NP}。,而家你唔鍾意{np}。,NP,general,82,dislike,现在你不喜欢这个文件。,而家你唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0461,等一下你不喜欢{np:NP}。,等陣你唔鍾意{np}。,NP,general,82,dislike,等一下你不喜欢这个文件。,等陣你唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0462,下次你不喜欢{np:NP}。,下次你唔鍾意{np}。,NP,general,82,dislike,下次你不喜欢这个文件。,下次你唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0463,我们不喜欢{np:NP}。,我哋唔鍾意{np}。,NP,general,82,dislike,我们不喜欢这个文件。,我哋唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0464,今天我们不喜欢{np:NP}。,今日我哋唔鍾意{np}。,NP,general,82,dislike,今天我们不喜欢这个文件。,今日我哋唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0465,明天我们不喜欢{np:NP}。,聽日我哋唔鍾意{np}。,NP,general,82,dislike,明天我们不喜欢这个文件。,聽日我哋唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0466,现在我们不喜欢{np:NP}。,而家我哋唔鍾意{np}。,NP,general,82,dislike,现在我们不喜欢这个文件。,而家我哋唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0467,等一下我们不喜欢{np:NP}。,等陣我哋唔鍾意{np}。,NP,general,82,dislike,等一下我们不喜欢这个文件。,等陣我哋唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0468,下次我们不喜欢{np:NP}。,下次我哋唔鍾意{np}。,NP,general,82,dislike,下次我们不喜欢这个文件。,下次我哋唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0469,{person:PERSON}不喜欢{np:NP}。,{person}唔鍾意{np}。,"NP,PERSON",general,82,dislike,他不喜欢这个文件。,佢唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0470,今天{person:PERSON}不喜欢{np:NP}。,今日{person}唔鍾意{np}。,"NP,PERSON",general,82,dislike,今天他不喜欢这个文件。,今日佢唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0471,明天{person:PERSON}不喜欢{np:NP}。,聽日{person}唔鍾意{np}。,"NP,PERSON",general,82,dislike,明天他不喜欢这个文件。,聽日佢唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0472,现在{person:PERSON}不喜欢{np:NP}。,而家{person}唔鍾意{np}。,"NP,PERSON",general,82,dislike,现在他不喜欢这个文件。,而家佢唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0473,等一下{person:PERSON}不喜欢{np:NP}。,等陣{person}唔鍾意{np}。,"NP,PERSON",general,82,dislike,等一下他不喜欢这个文件。,等陣佢唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0474,下次{person:PERSON}不喜欢{np:NP}。,下次{person}唔鍾意{np}。,"NP,PERSON",general,82,dislike,下次他不喜欢这个文件。,下次佢唔鍾意呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0475,今天请给我{np:NP}。,今日唔該畀{np}我。,NP,general,82,give_request,今天请给我这个文件。,今日唔該畀呢份文件我。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0476,明天请给我{np:NP}。,聽日唔該畀{np}我。,NP,general,82,give_request,明天请给我这个文件。,聽日唔該畀呢份文件我。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0477,现在请给我{np:NP}。,而家唔該畀{np}我。,NP,general,82,give_request,现在请给我这个文件。,而家唔該畀呢份文件我。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0478,等一下请给我{np:NP}。,等陣唔該畀{np}我。,NP,general,82,give_request,等一下请给我这个文件。,等陣唔該畀呢份文件我。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0479,下次请给我{np:NP}。,下次唔該畀{np}我。,NP,general,82,give_request,下次请给我这个文件。,下次唔該畀呢份文件我。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0480,请给你{np:NP}。,唔該畀{np}你。,NP,general,82,give_request,请给你这个文件。,唔該畀呢份文件你。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0481,今天请给你{np:NP}。,今日唔該畀{np}你。,NP,general,82,give_request,今天请给你这个文件。,今日唔該畀呢份文件你。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0482,明天请给你{np:NP}。,聽日唔該畀{np}你。,NP,general,82,give_request,明天请给你这个文件。,聽日唔該畀呢份文件你。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0483,现在请给你{np:NP}。,而家唔該畀{np}你。,NP,general,82,give_request,现在请给你这个文件。,而家唔該畀呢份文件你。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0484,等一下请给你{np:NP}。,等陣唔該畀{np}你。,NP,general,82,give_request,等一下请给你这个文件。,等陣唔該畀呢份文件你。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0485,下次请给你{np:NP}。,下次唔該畀{np}你。,NP,general,82,give_request,下次请给你这个文件。,下次唔該畀呢份文件你。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0486,请给我们{np:NP}。,唔該畀{np}我哋。,NP,general,82,give_request,请给我们这个文件。,唔該畀呢份文件我哋。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0487,今天请给我们{np:NP}。,今日唔該畀{np}我哋。,NP,general,82,give_request,今天请给我们这个文件。,今日唔該畀呢份文件我哋。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0488,明天请给我们{np:NP}。,聽日唔該畀{np}我哋。,NP,general,82,give_request,明天请给我们这个文件。,聽日唔該畀呢份文件我哋。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0489,现在请给我们{np:NP}。,而家唔該畀{np}我哋。,NP,general,82,give_request,现在请给我们这个文件。,而家唔該畀呢份文件我哋。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0490,等一下请给我们{np:NP}。,等陣唔該畀{np}我哋。,NP,general,82,give_request,等一下请给我们这个文件。,等陣唔該畀呢份文件我哋。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0491,下次请给我们{np:NP}。,下次唔該畀{np}我哋。,NP,general,82,give_request,下次请给我们这个文件。,下次唔該畀呢份文件我哋。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0492,请给{person:PERSON}{np:NP}。,唔該畀{np}{person}。,"NP,PERSON",general,82,give_request,请给他这个文件。,唔該畀呢份文件佢。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0493,今天请给{person:PERSON}{np:NP}。,今日唔該畀{np}{person}。,"NP,PERSON",general,82,give_request,今天请给他这个文件。,今日唔該畀呢份文件佢。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0494,明天请给{person:PERSON}{np:NP}。,聽日唔該畀{np}{person}。,"NP,PERSON",general,82,give_request,明天请给他这个文件。,聽日唔該畀呢份文件佢。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0495,现在请给{person:PERSON}{np:NP}。,而家唔該畀{np}{person}。,"NP,PERSON",general,82,give_request,现在请给他这个文件。,而家唔該畀呢份文件佢。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0496,等一下请给{person:PERSON}{np:NP}。,等陣唔該畀{np}{person}。,"NP,PERSON",general,82,give_request,等一下请给他这个文件。,等陣唔該畀呢份文件佢。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0497,下次请给{person:PERSON}{np:NP}。,下次唔該畀{np}{person}。,"NP,PERSON",general,82,give_request,下次请给他这个文件。,下次唔該畀呢份文件佢。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0498,今天请帮我{vp:VP}。,今日唔該幫我{vp}。,VP,general,82,help_request,今天请帮我去机场。,今日唔該幫我去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0499,明天请帮我{vp:VP}。,聽日唔該幫我{vp}。,VP,general,82,help_request,明天请帮我去机场。,聽日唔該幫我去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0500,现在请帮我{vp:VP}。,而家唔該幫我{vp}。,VP,general,82,help_request,现在请帮我去机场。,而家唔該幫我去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0501,等一下请帮我{vp:VP}。,等陣唔該幫我{vp}。,VP,general,82,help_request,等一下请帮我去机场。,等陣唔該幫我去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0502,下次请帮我{vp:VP}。,下次唔該幫我{vp}。,VP,general,82,help_request,下次请帮我去机场。,下次唔該幫我去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0503,请帮你{vp:VP}。,唔該幫你{vp}。,VP,general,82,help_request,请帮你去机场。,唔該幫你去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0504,今天请帮你{vp:VP}。,今日唔該幫你{vp}。,VP,general,82,help_request,今天请帮你去机场。,今日唔該幫你去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0505,明天请帮你{vp:VP}。,聽日唔該幫你{vp}。,VP,general,82,help_request,明天请帮你去机场。,聽日唔該幫你去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0506,现在请帮你{vp:VP}。,而家唔該幫你{vp}。,VP,general,82,help_request,现在请帮你去机场。,而家唔該幫你去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0507,等一下请帮你{vp:VP}。,等陣唔該幫你{vp}。,VP,general,82,help_request,等一下请帮你去机场。,等陣唔該幫你去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0508,下次请帮你{vp:VP}。,下次唔該幫你{vp}。,VP,general,82,help_request,下次请帮你去机场。,下次唔該幫你去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0509,请帮我们{vp:VP}。,唔該幫我哋{vp}。,VP,general,82,help_request,请帮我们去机场。,唔該幫我哋去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0510,今天请帮我们{vp:VP}。,今日唔該幫我哋{vp}。,VP,general,82,help_request,今天请帮我们去机场。,今日唔該幫我哋去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0511,明天请帮我们{vp:VP}。,聽日唔該幫我哋{vp}。,VP,general,82,help_request,明天请帮我们去机场。,聽日唔該幫我哋去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0512,现在请帮我们{vp:VP}。,而家唔該幫我哋{vp}。,VP,general,82,help_request,现在请帮我们去机场。,而家唔該幫我哋去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0513,等一下请帮我们{vp:VP}。,等陣唔該幫我哋{vp}。,VP,general,82,help_request,等一下请帮我们去机场。,等陣唔該幫我哋去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0514,下次请帮我们{vp:VP}。,下次唔該幫我哋{vp}。,VP,general,82,help_request,下次请帮我们去机场。,下次唔該幫我哋去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0515,请帮{person:PERSON}{vp:VP}。,唔該幫{person}{vp}。,"VP,PERSON",general,82,help_request,请帮他去机场。,唔該幫佢去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0516,今天请帮{person:PERSON}{vp:VP}。,今日唔該幫{person}{vp}。,"VP,PERSON",general,82,help_request,今天请帮他去机场。,今日唔該幫佢去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0517,明天请帮{person:PERSON}{vp:VP}。,聽日唔該幫{person}{vp}。,"VP,PERSON",general,82,help_request,明天请帮他去机场。,聽日唔該幫佢去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0518,现在请帮{person:PERSON}{vp:VP}。,而家唔該幫{person}{vp}。,"VP,PERSON",general,82,help_request,现在请帮他去机场。,而家唔該幫佢去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0519,等一下请帮{person:PERSON}{vp:VP}。,等陣唔該幫{person}{vp}。,"VP,PERSON",general,82,help_request,等一下请帮他去机场。,等陣唔該幫佢去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0520,下次请帮{person:PERSON}{vp:VP}。,下次唔該幫{person}{vp}。,"VP,PERSON",general,82,help_request,下次请帮他去机场。,下次唔該幫佢去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0521,我找不到{np:NP}。,我搵唔到{np}。,NP,general,82,cannot_find,我找不到这个文件。,我搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0522,今天我找不到{np:NP}。,今日我搵唔到{np}。,NP,general,82,cannot_find,今天我找不到这个文件。,今日我搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0523,明天我找不到{np:NP}。,聽日我搵唔到{np}。,NP,general,82,cannot_find,明天我找不到这个文件。,聽日我搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0524,现在我找不到{np:NP}。,而家我搵唔到{np}。,NP,general,82,cannot_find,现在我找不到这个文件。,而家我搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0525,你找不到{np:NP}。,你搵唔到{np}。,NP,general,82,cannot_find,你找不到这个文件。,你搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0526,今天你找不到{np:NP}。,今日你搵唔到{np}。,NP,general,82,cannot_find,今天你找不到这个文件。,今日你搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0527,明天你找不到{np:NP}。,聽日你搵唔到{np}。,NP,general,82,cannot_find,明天你找不到这个文件。,聽日你搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0528,现在你找不到{np:NP}。,而家你搵唔到{np}。,NP,general,82,cannot_find,现在你找不到这个文件。,而家你搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0529,我们找不到{np:NP}。,我哋搵唔到{np}。,NP,general,82,cannot_find,我们找不到这个文件。,我哋搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0530,今天我们找不到{np:NP}。,今日我哋搵唔到{np}。,NP,general,82,cannot_find,今天我们找不到这个文件。,今日我哋搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0531,明天我们找不到{np:NP}。,聽日我哋搵唔到{np}。,NP,general,82,cannot_find,明天我们找不到这个文件。,聽日我哋搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0532,现在我们找不到{np:NP}。,而家我哋搵唔到{np}。,NP,general,82,cannot_find,现在我们找不到这个文件。,而家我哋搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0533,{person:PERSON}找不到{np:NP}。,{person}搵唔到{np}。,"NP,PERSON",general,82,cannot_find,他找不到这个文件。,佢搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0534,今天{person:PERSON}找不到{np:NP}。,今日{person}搵唔到{np}。,"NP,PERSON",general,82,cannot_find,今天他找不到这个文件。,今日佢搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0535,明天{person:PERSON}找不到{np:NP}。,聽日{person}搵唔到{np}。,"NP,PERSON",general,82,cannot_find,明天他找不到这个文件。,聽日佢搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0536,现在{person:PERSON}找不到{np:NP}。,而家{person}搵唔到{np}。,"NP,PERSON",general,82,cannot_find,现在他找不到这个文件。,而家佢搵唔到呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0537,我看不懂{np:NP}。,我睇唔明{np}。,NP,general,82,cannot_understand,我看不懂这个文件。,我睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0538,今天我看不懂{np:NP}。,今日我睇唔明{np}。,NP,general,82,cannot_understand,今天我看不懂这个文件。,今日我睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0539,明天我看不懂{np:NP}。,聽日我睇唔明{np}。,NP,general,82,cannot_understand,明天我看不懂这个文件。,聽日我睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0540,现在我看不懂{np:NP}。,而家我睇唔明{np}。,NP,general,82,cannot_understand,现在我看不懂这个文件。,而家我睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0541,你看不懂{np:NP}。,你睇唔明{np}。,NP,general,82,cannot_understand,你看不懂这个文件。,你睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0542,今天你看不懂{np:NP}。,今日你睇唔明{np}。,NP,general,82,cannot_understand,今天你看不懂这个文件。,今日你睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0543,明天你看不懂{np:NP}。,聽日你睇唔明{np}。,NP,general,82,cannot_understand,明天你看不懂这个文件。,聽日你睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0544,现在你看不懂{np:NP}。,而家你睇唔明{np}。,NP,general,82,cannot_understand,现在你看不懂这个文件。,而家你睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0545,我们看不懂{np:NP}。,我哋睇唔明{np}。,NP,general,82,cannot_understand,我们看不懂这个文件。,我哋睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0546,今天我们看不懂{np:NP}。,今日我哋睇唔明{np}。,NP,general,82,cannot_understand,今天我们看不懂这个文件。,今日我哋睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0547,明天我们看不懂{np:NP}。,聽日我哋睇唔明{np}。,NP,general,82,cannot_understand,明天我们看不懂这个文件。,聽日我哋睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0548,现在我们看不懂{np:NP}。,而家我哋睇唔明{np}。,NP,general,82,cannot_understand,现在我们看不懂这个文件。,而家我哋睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0549,{person:PERSON}看不懂{np:NP}。,{person}睇唔明{np}。,"NP,PERSON",general,82,cannot_understand,他看不懂这个文件。,佢睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0550,今天{person:PERSON}看不懂{np:NP}。,今日{person}睇唔明{np}。,"NP,PERSON",general,82,cannot_understand,今天他看不懂这个文件。,今日佢睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0551,明天{person:PERSON}看不懂{np:NP}。,聽日{person}睇唔明{np}。,"NP,PERSON",general,82,cannot_understand,明天他看不懂这个文件。,聽日佢睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0552,现在{person:PERSON}看不懂{np:NP}。,而家{person}睇唔明{np}。,"NP,PERSON",general,82,cannot_understand,现在他看不懂这个文件。,而家佢睇唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0553,我听不懂{np:NP}。,我聽唔明{np}。,NP,general,82,cannot_hear_understand,我听不懂这个文件。,我聽唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0554,今天我听不懂{np:NP}。,今日我聽唔明{np}。,NP,general,82,cannot_hear_understand,今天我听不懂这个文件。,今日我聽唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0555,明天我听不懂{np:NP}。,聽日我聽唔明{np}。,NP,general,82,cannot_hear_understand,明天我听不懂这个文件。,聽日我聽唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0556,现在我听不懂{np:NP}。,而家我聽唔明{np}。,NP,general,82,cannot_hear_understand,现在我听不懂这个文件。,而家我聽唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0557,你听不懂{np:NP}。,你聽唔明{np}。,NP,general,82,cannot_hear_understand,你听不懂这个文件。,你聽唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0558,今天你听不懂{np:NP}。,今日你聽唔明{np}。,NP,general,82,cannot_hear_understand,今天你听不懂这个文件。,今日你聽唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0559,明天你听不懂{np:NP}。,聽日你聽唔明{np}。,NP,general,82,cannot_hear_understand,明天你听不懂这个文件。,聽日你聽唔明呢份文件。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
