dataset,id,source,source_traditional,target,reason,review_status,provenance
lexicon,LEX-1055,愈合,癒合,癒合,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1056,符合,符合,符合,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1057,组合,組合,組合,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1058,融合,融合,融合,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1059,迎合,迎合,迎合,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1060,集合,集合,集合,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1061,准备,準備,準備,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1062,奶奶,奶奶,奶奶,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1063,龙头,龍頭,龍頭,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1064,违背,違背,違背,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1065,感动,感動,感動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1066,外资,外資,外資,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1067,拳头,拳頭,拳頭,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1068,斧头,斧頭,斧頭,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1069,毛笔,毛筆,毛筆,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1070,派头,派頭,派頭,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1072,更改,更改,更改,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1073,交代,交代,交代,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1074,交易,交易,交易,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1075,交际,交際,交際,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1076,性交,性交,性交,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1077,相信,相信,相信,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1078,核心,核心,核心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1079,白肉,白肉,白肉,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1080,责备,責備,責備,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1081,探路,探路,探路,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1082,消费,消費,消費,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1083,灰心,灰心,灰心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1085,租约,租約,租約,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1086,八千,八千,八千,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1087,八卦,八卦,八卦,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1088,八年,八年,八年,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1089,八角,八角,八角,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1090,初步,初步,初步,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1091,接吻,接吻,接吻,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1092,接纳,接納,接納,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1093,接触,接觸,接觸,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1094,最长,最長,最長,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1095,步兵,步兵,步兵,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1096,步骤,步驟,步驟,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1097,第八,第八,第八,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1098,安定,安定,安定,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1100,排队,排隊,排隊,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1101,检察,檢察,檢察,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1102,油菜,油菜,油菜,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1103,保密,保密,保密,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1104,崭新,嶄新,嶄新,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1105,影片,影片,影片,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1106,新年,新年,新年,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1107,眼界,眼界,眼界,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1108,取代,取代,取代,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1109,夺取,奪取,奪取,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1110,母牛,母牛,母牛,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1111,消失,消失,消失,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1112,消灭,消滅,消滅,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1113,消耗,消耗,消耗,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1114,消除,消除,消除,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1115,采取,採取,採取,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1116,骑楼,騎樓,騎樓,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1117,火星,火星,火星,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1118,通风,通風,通風,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1119,储存,儲存,儲存,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1121,提示,提示,提示,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1122,金星,金星,金星,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1123,婉转,婉轉,婉轉,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1124,花园,花園,花園,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1125,花圈,花圈,花圈,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1126,转帐,轉帳,轉帳,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1127,转弯,轉彎,轉彎,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1129,心脏,心臟,心臟,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1130,透视,透視,透視,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1131,专线,專線,專線,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1133,动力,動力,動力,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1134,干线,幹線,幹線,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1136,泳池,泳池,泳池,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1137,通航,通航,通航,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1138,通顺,通順,通順,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1139,主动,主動,主動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1140,借书,借書,借書,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1141,动画,動畫,動畫,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1142,动静,動靜,動靜,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1143,反动,反動,反動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1144,当心,當心,當心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1145,念书,唸書,唸書,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1146,惊动,驚動,驚動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1147,暴动,暴動,暴動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1148,活动,活動,活動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1149,激动,激動,激動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1150,白金,白金,白金,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1151,真心,真心,真心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1152,秘书,祕書,祕書,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1153,轰动,轟動,轟動,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1154,通宵,通宵,通宵,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1156,变心,變心,變心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1157,心灵,心靈,心靈,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1158,心疼,心疼,心疼,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1159,操心,操心,操心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1160,记号,記號,記號,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1161,运输,運輸,運輸,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1162,野心,野心,野心,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1163,担保,擔保,擔保,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1164,保障,保障,保障,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1165,总数,總數,總數,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1166,敏感,敏感,敏感,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1167,河床,河牀,河牀,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1169,加油,加油,加油,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1170,单调,單調,單調,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1171,对比,對比,對比,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1172,配套,配套,配套,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1173,金牌,金牌,金牌,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1174,注视,注視,注視,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1175,视野,視野,視野,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1176,轻视,輕視,輕視,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1177,金额,金額,金額,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1178,宝石,寶石,寶石,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1179,宝贝,寶貝,寶貝,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1180,平稳,平穩,平穩,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1181,平衡,平衡,平衡,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1182,毛病,毛病,毛病,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1183,肌肉,肌肉,肌肉,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1184,针对,針對,針對,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1185,单位,單位,單位,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1186,巡警,巡警,巡警,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1187,当局,當局,當局,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1188,植皮,植皮,植皮,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1189,考察,考察,考察,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1190,警惕,警惕,警惕,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1191,顽皮,頑皮,頑皮,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1192,星星,星星,星星,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1193,最低,最低,最低,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1194,最初,最初,最初,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1195,监察,監察,監察,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1196,拖拉,拖拉,拖拉,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1197,激素,激素,激素,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1198,相比,相比,相比,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1199,寄宿,寄宿,寄宿,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1200,筹备,籌備,籌備,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1201,配备,配備,配備,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1202,仪器,儀器,儀器,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1203,相貌,相貌,相貌,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1204,契约,契約,契約,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1205,用品,用品,用品,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1206,约束,約束,約束,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1207,联络,聯絡,聯絡,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1208,节约,節約,節約,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1209,加深,加深,加深,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1210,半岛,半島,半島,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1211,粉碎,粉碎,粉碎,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1212,利害,利害,利害,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1213,势利,勢利,勢利,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1214,完结,完結,完結,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1215,深入,深入,深入,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1216,资本,資本,資本,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1218,香气,香氣,香氣,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1219,假期,假期,假期,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1220,完全,完全,完全,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1221,完毕,完畢,完畢,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1222,砂糖,砂糖,砂糖,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1223,临床,臨牀,臨牀,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1224,乐曲,樂曲,樂曲,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1225,乐观,樂觀,樂觀,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1226,乐趣,樂趣,樂趣,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1228,投入,投入,投入,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1229,火力,火力,火力,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1230,系列,系列,系列,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1231,系统,系統,系統,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1232,阴影,陰影,陰影,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1234,两次,兩次,兩次,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1235,火炉,火爐,火爐,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1237,炮火,炮火,炮火,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
lexicon,LEX-1238,豆沙,豆沙,豆沙,source_s2t_equals_target,auto_sourced_candidate,CC-Canto 2017-02-02 + CEDICT headword filter; CC BY-SA 3.0
