id,source_pattern,target_pattern,source_patterns,target_patterns,slot_types,scene,intent,priority,transform_pipeline,constraints,identity_structure,example_source,example_target,notes,review_status,provenance
FTPL-078,请走最快的路线去{route_place:route_place}。,唔該行最快嗰條路去{route_place}。,"[""请走最快的路线去{route_place:route_place}。""]","[""唔該行最快嗰條路去{route_place}。""]","[""route_place""]",transport,route_preference,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请走最快的路线去机场。,唔該行最快嗰條路去機場。,Replaces expanded phrase frame 078; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-079,请不要走高速去{route_place:route_place}。,唔該唔好行高速去{route_place}。,"[""请不要走高速去{route_place:route_place}。""]","[""唔該唔好行高速去{route_place}。""]","[""route_place""]",transport,route_avoid,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请不要走高速去机场。,唔該唔好行高速去機場。,Replaces expanded phrase frame 079; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-080,我在{place:place}等车。,我喺{place}等車。,"[""我在{place:place}等车。""]","[""我喺{place}等車。""]","[""place""]",transport,waiting,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我在机场等车。,我喺機場等車。,Replaces expanded phrase frame 080; old rows=35.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-081,房间里没有{room_item:room_item}。,間房冇{room_item}。,"[""房间里没有{room_item:room_item}。""]","[""間房冇{room_item}。""]","[""room_item""]",hotel,missing_amenity,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,房间里没有热水。,間房冇熱水。,Replaces expanded phrase frame 081; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-082,房间里的{room_item:room_item}坏了。,間房嘅{room_item}壞咗。,"[""房间里的{room_item:room_item}坏了。""]","[""間房嘅{room_item}壞咗。""]","[""room_item""]",hotel,broken_amenity,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,房间里的热水坏了。,間房嘅熱水壞咗。,Replaces expanded phrase frame 082; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-083,请送{requestable_room_item:requestable_room_item}到房间。,唔該送{requestable_room_item}上房。,"[""请送{requestable_room_item:requestable_room_item}到房间。""]","[""唔該送{requestable_room_item}上房。""]","[""requestable_room_item""]",hotel,amenity_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""staff""}",false,请送热水到房间。,唔該送熱水上房。,Replaces expanded phrase frame 083; old rows=13.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-084,我需要{requestable_room_item:requestable_room_item}。,我需要{requestable_room_item}。,"[""我需要{requestable_room_item:requestable_room_item}。""]","[""我需要{requestable_room_item}。""]","[""requestable_room_item""]",hotel,amenity_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""staff""}",true,我需要热水。,我需要熱水。,Replaces expanded phrase frame 084; old rows=6.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-085,请帮我{service:service}。,唔該幫我{service}。,"[""请帮我{service:service}。""]","[""唔該幫我{service}。""]","[""service""]",hotel,service_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""staff""}",false,请帮我叫出租车。,唔該幫我叫的士。,Replaces expanded phrase frame 085; old rows=23.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-086,这里可以{service:service}吗？,呢度可唔可以{service}呀？,"[""这里可以{service:service}吗？""]","[""呢度可唔可以{service}呀？""]","[""service""]",hotel,service_availability,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这里可以叫出租车吗？,呢度可唔可以叫的士呀？,Replaces expanded phrase frame 086; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-087,{measurable_service:measurable_service}要多少钱？,{measurable_service}要幾多錢呀？,"[""{measurable_service:measurable_service}要多少钱？""]","[""{measurable_service}要幾多錢呀？""]","[""measurable_service""]",hotel,service_price,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,叫出租车要多少钱？,叫的士要幾多錢呀？,Replaces expanded phrase frame 087; old rows=16.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-088,{measurable_service:measurable_service}需要多久？,{measurable_service}要幾耐呀？,"[""{measurable_service:measurable_service}需要多久？""]","[""{measurable_service}要幾耐呀？""]","[""measurable_service""]",hotel,service_duration,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,叫出租车需要多久？,叫的士要幾耐呀？,Replaces expanded phrase frame 088; old rows=16.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-089,我想在{schedule_time:schedule_time}{scheduled_service:scheduled_service}。,我想喺{schedule_time}{scheduled_service}。,"[""我想在{schedule_time:schedule_time}{scheduled_service:scheduled_service}。""]","[""我想喺{schedule_time}{scheduled_service}。""]","[""schedule_time"",""scheduled_service""]",hotel,service_schedule,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想在今天叫出租车。,我想喺今日叫的士。,Replaces expanded phrase frame 089; old rows=90.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-090,我预订了{booking_time:booking_time}的房间。,我訂咗{booking_time}嘅房。,"[""我预订了{booking_time:booking_time}的房间。""]","[""我訂咗{booking_time}嘅房。""]","[""booking_time""]",hotel,reservation,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我预订了今天的房间。,我訂咗今日嘅房。,Replaces expanded phrase frame 090; old rows=8.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-091,我想把退房时间改到{checkout_time:checkout_time}。,我想將退房時間改到{checkout_time}。,"[""我想把退房时间改到{checkout_time:checkout_time}。""]","[""我想將退房時間改到{checkout_time}。""]","[""checkout_time""]",hotel,late_checkout,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想把退房时间改到今天。,我想將退房時間改到今日。,Replaces expanded phrase frame 091; old rows=6.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-092,请在{schedule_time:schedule_time}叫醒我。,唔該{schedule_time}叫醒我。,"[""请在{schedule_time:schedule_time}叫醒我。""]","[""唔該{schedule_time}叫醒我。""]","[""schedule_time""]",hotel,wake_call,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""staff""}",false,请在今天叫醒我。,唔該今日叫醒我。,Replaces expanded phrase frame 092; old rows=18.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-093,我把{storage_item:storage_item}落在房间了。,我漏低咗{storage_item}喺間房。,"[""我把{storage_item:storage_item}落在房间了。""]","[""我漏低咗{storage_item}喺間房。""]","[""storage_item""]",hotel,left_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我把手机落在房间了。,我漏低咗手機喺間房。,Replaces expanded phrase frame 093; old rows=21.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-094,前台有没有{storage_item:storage_item}？,前台有冇{storage_item}呀？,"[""前台有没有{storage_item:storage_item}？""]","[""前台有冇{storage_item}呀？""]","[""storage_item""]",hotel,front_desk_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,前台有没有手机？,前台有冇手機呀？,Replaces expanded phrase frame 094; old rows=21.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-095,请保管我的{storage_item:storage_item}。,唔該幫我保管{storage_item}。,"[""请保管我的{storage_item:storage_item}。""]","[""唔該幫我保管{storage_item}。""]","[""storage_item""]",hotel,storage,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请保管我的手机。,唔該幫我保管手機。,Replaces expanded phrase frame 095; old rows=21.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-096,我想把{storage_item:storage_item}寄存在这里。,我想將{storage_item}寄存喺呢度。,"[""我想把{storage_item:storage_item}寄存在这里。""]","[""我想將{storage_item}寄存喺呢度。""]","[""storage_item""]",hotel,storage,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想把手机寄存在这里。,我想將手機寄存喺呢度。,Replaces expanded phrase frame 096; old rows=21.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-097,请把{document:document}发给我。,唔該將{document}send畀我。,"[""请把{document:document}发给我。""]","[""唔該將{document}send畀我。""]","[""document""]",work,send_document,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请把文件发给我。,唔該將文件send畀我。,Replaces expanded phrase frame 097; old rows=29.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-098,我已经看过{document:document}了。,我已經睇過{document}喇。,"[""我已经看过{document:document}了。""]","[""我已經睇過{document}喇。""]","[""document""]",work,reviewed_document,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我已经看过文件了。,我已經睇過文件喇。,Replaces expanded phrase frame 098; old rows=30.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-099,我还没有收到{document:document}。,我仲未收到{document}。,"[""我还没有收到{document:document}。""]","[""我仲未收到{document}。""]","[""document""]",work,missing_document,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我还没有收到文件。,我仲未收到文件。,Replaces expanded phrase frame 099; old rows=30.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-100,请确认{document:document}。,唔該確認{document}。,"[""请确认{document:document}。""]","[""唔該確認{document}。""]","[""document""]",work,confirm_document,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请确认文件。,唔該確認文件。,Replaces expanded phrase frame 100; old rows=30.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-101,我需要修改{document:document}。,我需要改{document}。,"[""我需要修改{document:document}。""]","[""我需要改{document}。""]","[""document""]",work,modify_document,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我需要修改文件。,我需要改文件。,Replaces expanded phrase frame 101; old rows=30.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-102,{deliverable_document:deliverable_document}什么时候完成？,{deliverable_document}幾時完成呀？,"[""{deliverable_document:deliverable_document}什么时候完成？""]","[""{deliverable_document}幾時完成呀？""]","[""deliverable_document""]",work,deadline,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,文件什么时候完成？,文件幾時完成呀？,Replaces expanded phrase frame 102; old rows=20.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-103,{document:document}有问题。,{document}有問題。,"[""{document:document}有问题。""]","[""{document}有問題。""]","[""document""]",work,document_problem,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,文件有问题。,文件有問題。,Replaces expanded phrase frame 103; old rows=8.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-104,请重新发送{document:document}。,唔該重新send{document}。,"[""请重新发送{document:document}。""]","[""唔該重新send{document}。""]","[""document""]",work,resend_document,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请重新发送文件。,唔該重新send文件。,Replaces expanded phrase frame 104; old rows=30.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-105,请把{document:document}打印出来。,唔該印{document}出嚟。,"[""请把{document:document}打印出来。""]","[""唔該印{document}出嚟。""]","[""document""]",work,print_document,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请把文件打印出来。,唔該印文件出嚟。,Replaces expanded phrase frame 105; old rows=30.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-106,我把{document:document}放在附件里了。,我將{document}放咗喺附件。,"[""我把{document:document}放在附件里了。""]","[""我將{document}放咗喺附件。""]","[""document""]",work,attachment,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我把文件放在附件里了。,我將文件放咗喺附件。,Replaces expanded phrase frame 106; old rows=30.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-107,我今天要{work_action:work_action}。,我今日要{work_action}。,"[""我今天要{work_action:work_action}。""]","[""我今日要{work_action}。""]","[""work_action""]",work,task_today,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我今天要发送文件。,我今日要寄份文件。,Replaces expanded phrase frame 107; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-108,我明天会{work_action:work_action}。,我聽日會{work_action}。,"[""我明天会{work_action:work_action}。""]","[""我聽日會{work_action}。""]","[""work_action""]",work,task_tomorrow,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我明天会发送文件。,我聽日會寄份文件。,Replaces expanded phrase frame 108; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-109,我还没有{work_action:work_action}。,我仲未{work_action}。,"[""我还没有{work_action:work_action}。""]","[""我仲未{work_action}。""]","[""work_action""]",work,task_not_yet,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我还没有发送文件。,我仲未寄份文件。,Replaces expanded phrase frame 109; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-110,我已经{work_action:work_action}了。,我已經{work_action}咗。,"[""我已经{work_action:work_action}了。""]","[""我已經{work_action}咗。""]","[""work_action""]",work,task_done,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我已经发送文件了。,我已經寄份文件咗。,Replaces expanded phrase frame 110; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-111,你可以帮我{work_action:work_action}吗？,你可唔可以幫我{work_action}呀？,"[""你可以帮我{work_action:work_action}吗？""]","[""你可唔可以幫我{work_action}呀？""]","[""work_action""]",work,task_help,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,你可以帮我发送文件吗？,你可唔可以幫我寄份文件呀？,Replaces expanded phrase frame 111; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-112,我们什么时候{work_action:work_action}？,我哋幾時{work_action}呀？,"[""我们什么时候{work_action:work_action}？""]","[""我哋幾時{work_action}呀？""]","[""work_action""]",work,task_when,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我们什么时候发送文件？,我哋幾時寄份文件呀？,Replaces expanded phrase frame 112; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-113,为什么要{work_action:work_action}？,點解要{work_action}呀？,"[""为什么要{work_action:work_action}？""]","[""點解要{work_action}呀？""]","[""work_action""]",work,task_why,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,为什么要发送文件？,點解要寄份文件呀？,Replaces expanded phrase frame 113; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-114,{time:time}方便{work_action:work_action}吗？,{time}方唔方便{work_action}呀？,"[""{time:time}方便{work_action:work_action}吗？""]","[""{time}方唔方便{work_action}呀？""]","[""time"",""work_action""]",work,task_schedule,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,今天方便发送文件吗？,今日方唔方便寄份文件呀？,Replaces expanded phrase frame 114; old rows=140.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-115,请在{deadline_time:deadline_time}之前{work_action:work_action}。,唔該喺{deadline_time}之前{work_action}。,"[""请在{deadline_time:deadline_time}之前{work_action:work_action}。""]","[""唔該喺{deadline_time}之前{work_action}。""]","[""deadline_time"",""work_action""]",work,deadline_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请在今天之前发送文件。,唔該喺今日之前寄份文件。,Replaces expanded phrase frame 115; old rows=120.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-116,{work_action:work_action}以后告诉我。,{work_action}之後話我知。,"[""{work_action:work_action}以后告诉我。""]","[""{work_action}之後話我知。""]","[""work_action""]",work,completion_notice,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,发送文件以后告诉我。,寄份文件之後話我知。,Replaces expanded phrase frame 116; old rows=40.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-117,我{body:body}痛。,我{body}痛。,"[""我{body:body}痛。""]","[""我{body}痛。""]","[""body""]",medical,pain,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",true,我头痛。,我頭痛。,Replaces expanded phrase frame 117; old rows=10.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-118,我的{body:body}不舒服。,我嘅{body}唔舒服。,"[""我的{body:body}不舒服。""]","[""我嘅{body}唔舒服。""]","[""body""]",medical,discomfort,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我的头不舒服。,我嘅頭唔舒服。,Replaces expanded phrase frame 118; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-119,我的{body:body}受伤了。,我嘅{body}整親咗。,"[""我的{body:body}受伤了。""]","[""我嘅{body}整親咗。""]","[""body""]",medical,injury,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我的头受伤了。,我嘅頭整親咗。,Replaces expanded phrase frame 119; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-120,我{symptom:symptom}。,我{symptom}。,"[""我{symptom:symptom}。""]","[""我{symptom}。""]","[""symptom""]",medical,symptom,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",true,我头痛。,我頭痛。,Replaces expanded phrase frame 120; old rows=10.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-121,我{duration_symptom:duration_symptom}{duration_simple:duration_simple}了。,我{duration_symptom}{duration_simple}喇。,"[""我{duration_symptom:duration_symptom}{duration_simple:duration_simple}了。""]","[""我{duration_symptom}{duration_simple}喇。""]","[""duration_symptom"",""duration_simple""]",medical,symptom_duration,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我头痛一天了。,我頭痛一天喇。,Replaces expanded phrase frame 121; old rows=90.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-122,{severity_symptom:severity_symptom}严重吗？,{severity_symptom}嚴唔嚴重呀？,"[""{severity_symptom:severity_symptom}严重吗？""]","[""{severity_symptom}嚴唔嚴重呀？""]","[""severity_symptom""]",medical,severity,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,头痛严重吗？,頭痛嚴唔嚴重呀？,Replaces expanded phrase frame 122; old rows=26.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-123,我需要治疗{treatable_symptom:treatable_symptom}的药。,我想要醫{treatable_symptom}嘅藥。,"[""我需要治疗{treatable_symptom:treatable_symptom}的药。""]","[""我想要醫{treatable_symptom}嘅藥。""]","[""treatable_symptom""]",medical,medicine_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我需要治疗头痛的药。,我想要醫頭痛嘅藥。,Replaces expanded phrase frame 123; old rows=20.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-124,这种{ingestible_medicine:ingestible_medicine}怎么吃？,呢種{ingestible_medicine}點食呀？,"[""这种{ingestible_medicine:ingestible_medicine}怎么吃？""]","[""呢種{ingestible_medicine}點食呀？""]","[""ingestible_medicine""]",medical,dosage,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这种止痛药怎么吃？,呢種止痛藥點食呀？,Replaces expanded phrase frame 124; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-125,{ingestible_medicine:ingestible_medicine}一天吃几次？,{ingestible_medicine}一日食幾多次呀？,"[""{ingestible_medicine:ingestible_medicine}一天吃几次？""]","[""{ingestible_medicine}一日食幾多次呀？""]","[""ingestible_medicine""]",medical,frequency,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,止痛药一天吃几次？,止痛藥一日食幾多次呀？,Replaces expanded phrase frame 125; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-126,吃{ingestible_medicine:ingestible_medicine}会困吗？,食{ingestible_medicine}會唔會眼瞓呀？,"[""吃{ingestible_medicine:ingestible_medicine}会困吗？""]","[""食{ingestible_medicine}會唔會眼瞓呀？""]","[""ingestible_medicine""]",medical,side_effect,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,吃止痛药会困吗？,食止痛藥會唔會眼瞓呀？,Replaces expanded phrase frame 126; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-127,我对{ingestible_medicine:ingestible_medicine}过敏。,我對{ingestible_medicine}敏感。,"[""我对{ingestible_medicine:ingestible_medicine}过敏。""]","[""我對{ingestible_medicine}敏感。""]","[""ingestible_medicine""]",medical,drug_allergy,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我对止痛药过敏。,我對止痛藥敏感。,Replaces expanded phrase frame 127; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-128,我可以同时吃{ingestible_medicine:ingestible_medicine}吗？,我可唔可以同時食{ingestible_medicine}呀？,"[""我可以同时吃{ingestible_medicine:ingestible_medicine}吗？""]","[""我可唔可以同時食{ingestible_medicine}呀？""]","[""ingestible_medicine""]",medical,drug_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我可以同时吃止痛药吗？,我可唔可以同時食止痛藥呀？,Replaces expanded phrase frame 128; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-129,我没有带{ingestible_medicine:ingestible_medicine}。,我冇帶{ingestible_medicine}。,"[""我没有带{ingestible_medicine:ingestible_medicine}。""]","[""我冇帶{ingestible_medicine}。""]","[""ingestible_medicine""]",medical,missing_medicine,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我没有带止痛药。,我冇帶止痛藥。,Replaces expanded phrase frame 129; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-130,请帮我买{ingestible_medicine:ingestible_medicine}。,唔該幫我買{ingestible_medicine}。,"[""请帮我买{ingestible_medicine:ingestible_medicine}。""]","[""唔該幫我買{ingestible_medicine}。""]","[""ingestible_medicine""]",medical,buy_medicine,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请帮我买止痛药。,唔該幫我買止痛藥。,Replaces expanded phrase frame 130; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-131,附近哪里可以买到{ingestible_medicine:ingestible_medicine}？,附近邊度買到{ingestible_medicine}呀？,"[""附近哪里可以买到{ingestible_medicine:ingestible_medicine}？""]","[""附近邊度買到{ingestible_medicine}呀？""]","[""ingestible_medicine""]",medical,pharmacy,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,附近哪里可以买到止痛药？,附近邊度買到止痛藥呀？,Replaces expanded phrase frame 131; old rows=9.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-132,医生说我要休息{duration_simple:duration_simple}。,醫生話我要休息{duration_simple}。,"[""医生说我要休息{duration_simple:duration_simple}。""]","[""醫生話我要休息{duration_simple}。""]","[""duration_simple""]",medical,rest_duration,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,医生说我要休息一天。,醫生話我要休息一天。,Replaces expanded phrase frame 132; old rows=10.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-133,这个症状持续了{duration_simple:duration_simple}。,呢個症狀持續咗{duration_simple}。,"[""这个症状持续了{duration_simple:duration_simple}。""]","[""呢個症狀持續咗{duration_simple}。""]","[""duration_simple""]",medical,duration,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个症状持续了一天。,呢個症狀持續咗一天。,Replaces expanded phrase frame 133; old rows=10.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-134,我{past_time:past_time}吃过{ingestible_medicine:ingestible_medicine}。,我{past_time}食過{ingestible_medicine}。,"[""我{past_time:past_time}吃过{ingestible_medicine:ingestible_medicine}。""]","[""我{past_time}食過{ingestible_medicine}。""]","[""past_time"",""ingestible_medicine""]",medical,medicine_history,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我昨天吃过止痛药。,我尋日食過止痛藥。,Replaces expanded phrase frame 134; old rows=54.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-135,{person:person}正在{daily_action:daily_action}。,{person}{daily_action}緊。,"[""{person:person}正在{daily_action:daily_action}。""]","[""{person}{daily_action}緊。""]","[""person"",""daily_action""]",daily,person_progressive,90,"[{""type"":""aspect_after_head"",""slot"":""daily_action"",""marker"":""緊""}]","{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我正在吃饭。,我食緊飯。,Replaces expanded phrase frame 135; old rows=130.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-136,{person:person}已经{daily_action:daily_action}了。,{person}已經{daily_action}咗。,"[""{person:person}已经{daily_action:daily_action}了。""]","[""{person}已經{daily_action}咗。""]","[""person"",""daily_action""]",daily,person_completed,90,"[{""type"":""aspect_after_head"",""slot"":""daily_action"",""marker"":""咗""}]","{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我已经吃饭了。,我已經食咗飯。,Replaces expanded phrase frame 136; old rows=130.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-137,{person:person}还没有{daily_action:daily_action}。,{person}仲未{daily_action}。,"[""{person:person}还没有{daily_action:daily_action}。""]","[""{person}仲未{daily_action}。""]","[""person"",""daily_action""]",daily,person_not_yet,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我还没有吃饭。,我仲未食飯。,Replaces expanded phrase frame 137; old rows=130.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-138,{person:person}喜欢{daily_action:daily_action}。,{person}鍾意{daily_action}。,"[""{person:person}喜欢{daily_action:daily_action}。""]","[""{person}鍾意{daily_action}。""]","[""person"",""daily_action""]",daily,preference,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我喜欢吃饭。,我鍾意食飯。,Replaces expanded phrase frame 138; old rows=140.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-139,{person:person}不喜欢{daily_action:daily_action}。,{person}唔鍾意{daily_action}。,"[""{person:person}不喜欢{daily_action:daily_action}。""]","[""{person}唔鍾意{daily_action}。""]","[""person"",""daily_action""]",daily,dislike,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我不喜欢吃饭。,我唔鍾意食飯。,Replaces expanded phrase frame 139; old rows=140.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-140,你要不要和{leisure_person:leisure_person}一起{social_action:social_action}？,你要唔要同{leisure_person}一齊{social_action}呀？,"[""你要不要和{leisure_person:leisure_person}一起{social_action:social_action}？""]","[""你要唔要同{leisure_person}一齊{social_action}呀？""]","[""leisure_person"",""social_action""]",daily,invitation,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,你要不要和同事一起吃饭？,你要唔要同同事一齊食飯呀？,Replaces expanded phrase frame 140; old rows=60.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-141,{time:time}一起{daily_action:daily_action}好吗？,{time}一齊{daily_action}好唔好呀？,"[""{time:time}一起{daily_action:daily_action}好吗？""]","[""{time}一齊{daily_action}好唔好呀？""]","[""time"",""daily_action""]",daily,plan,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,今天一起吃饭好吗？,今日一齊食飯好唔好呀？,Replaces expanded phrase frame 141; old rows=140.,generated_candidate,migrated_from_controlled_frame_v1.0
